id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2537,7111113,Carolina,Brooklyn,Bedford-Stuyvesant,40.69582,-73.94989,Private room,133,7,0,,,1,0
2538,7112116,Ty,Manhattan,Hell's Kitchen,40.76248,-73.98597,Entire home/apt,399,3,108,22/06/2019,1.51,2,351
2539,1785016,Martin,Brooklyn,Crown Heights,40.67396,-73.96083,Private room,48,25,4,03/04/2015,0.06,1,311
2540,2015914,Majar,Brooklyn,Bushwick,40.68799,-73.91677,Private room,75,3,73,08/12/2018,1,8,341
2541,7130382,Walter,Brooklyn,Clinton Hill,40.68371,-73.96461,Private room,55,1,3,20/12/2015,0.06,2,343
2542,7136700,Michelle,Brooklyn,Crown Heights,40.67782,-73.95386,Private room,75,3,107,02/07/2019,1.7,4,255
2543,7138163,Ruby,Manhattan,East Village,40.72353,-73.99059,Entire home/apt,465,30,11,29/05/2019,0.18,1,273
2544,7120328,Kiriko,Brooklyn,Prospect-Lefferts Gardens,40.65833,-73.94819,Entire home/apt,151,1,173,05/07/2019,2.36,1,213
2545,7139147,Hank,Brooklyn,Williamsburg,40.71063,-73.96774,Entire home/apt,199,3,6,21/04/2018,0.08,1,12
2546,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68325,-73.94975,Private room,45,1,117,30/05/2019,1.61,15,236
2547,772862,Jesse,Brooklyn,Clinton Hill,40.68645,-73.96587,Entire home/apt,160,3,24,18/05/2019,0.33,1,365
2548,2478675,Gina,Brooklyn,Flatbush,40.65393,-73.95845,Private room,36,1,173,29/06/2019,2.38,5,360
2549,7169746,Patricia,Manhattan,Upper East Side,40.77444,-73.95908,Entire home/apt,235,2,10,26/05/2019,0.2,1,345
2550,7178784,Peter,Brooklyn,Bedford-Stuyvesant,40.6844,-73.9489,Entire home/apt,225,4,5,01/01/2016,0.07,1,365
2551,7183070,Vanessa,Manhattan,East Village,40.72188,-73.9816,Entire home/apt,300,3,19,31/01/2019,0.27,1,0
2552,3571821,Andy & Friends,Brooklyn,Bedford-Stuyvesant,40.69081,-73.95627,Shared room,35,5,120,03/01/2018,1.66,4,0
2553,6002245,Nicholas,Queens,Astoria,40.76062,-73.9175,Entire home/apt,80,70,44,26/04/2019,0.61,1,198
2554,2989617,Seth,Queens,Woodside,40.74265,-73.89781,Private room,79,2,61,20/05/2019,0.93,1,353
2555,7182180,Lee,Manhattan,Washington Heights,40.85704,-73.93789,Private room,82,1,6,07/09/2017,0.1,2,334
2556,7182180,Lee,Manhattan,Washington Heights,40.85677,-73.93727,Private room,82,1,5,28/06/2015,0.07,2,311
2557,4932354,Mitty,Brooklyn,Prospect Heights,40.67915,-73.97125,Entire home/apt,215,3,2,16/08/2018,0.09,4,189
2558,7195403,Emily,Brooklyn,Williamsburg,40.71058,-73.96243,Entire home/apt,147,3,14,11/03/2019,0.2,2,0
2559,7165563,Raul,Manhattan,Kips Bay,40.74019,-73.98115,Entire home/apt,145,2,26,01/06/2019,0.43,1,269
2560,7240751,Emily,Brooklyn,Crown Heights,40.67475,-73.9465,Private room,65,3,72,01/07/2017,1.22,1,157
2561,514261,Vanessa,Brooklyn,South Slope,40.66701,-73.98703,Private room,78,3,24,27/05/2019,0.33,3,28
2562,7205838,Erik,Queens,Long Island City,40.76592,-73.93428,Entire home/apt,120,3,2,29/05/2016,0.05,1,0
2563,3290436,Hadar,Brooklyn,Flatbush,40.65335,-73.96257,Entire home/apt,120,3,13,27/08/2016,0.28,2,327
2564,5957620,Nami,Manhattan,Lower East Side,40.71925,-73.99123,Private room,95,1,86,23/06/2019,2.87,1,86
2565,124357,Alex,Brooklyn,Williamsburg,40.71571,-73.95813,Private room,90,1,115,21/05/2019,1.63,3,359
2566,2014720,Amy,Brooklyn,Williamsburg,40.71276,-73.95022,Entire home/apt,95,25,11,31/07/2017,0.15,1,168
2567,7187069,Wendy,Brooklyn,Williamsburg,40.70392,-73.93635,Entire home/apt,100,7,41,29/03/2019,0.58,1,45
2568,7220851,Richard,Manhattan,Midtown,40.76417,-73.97704,Entire home/apt,350,6,3,02/01/2019,0.22,1,351
2569,2671491,Savannah,Brooklyn,Bedford-Stuyvesant,40.69811,-73.95557,Entire home/apt,188,3,38,30/06/2019,0.54,1,261
2570,7027562,Deidra,Queens,Queens Village,40.72512,-73.73986,Private room,80,1,5,01/07/2019,0.07,1,363
2571,7125872,Joe,Manhattan,West Village,40.73896,-74.00522,Entire home/apt,175,4,5,03/12/2017,0.07,1,0
2572,671579,Karen,Brooklyn,Carroll Gardens,40.6838,-73.99849,Entire home/apt,495,7,4,29/12/2018,0.08,1,256
2573,4581902,Magi,Manhattan,Little Italy,40.71833,-73.99826,Entire home/apt,250,3,155,22/06/2019,2.18,1,159
2574,4202236,John,Brooklyn,Williamsburg,40.71657,-73.9597,Entire home/apt,115,7,3,21/11/2013,0.04,1,0
2575,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68243,-73.95167,Private room,55,1,75,13/06/2019,1.04,15,285
2576,7245581,Michael,Manhattan,Chelsea,40.74913,-73.99575,Entire home/apt,93,39,25,13/05/2019,0.35,19,245
2577,7245581,Michael,Manhattan,Chelsea,40.75032,-73.99676,Entire home/apt,93,120,34,16/05/2019,0.47,19,316
2578,1673136,Erin,Manhattan,Chelsea,40.73981,-74.0016,Entire home/apt,199,3,35,28/06/2019,0.49,1,69
2579,7236564,Heather,Brooklyn,Bedford-Stuyvesant,40.68608,-73.93478,Private room,70,2,6,07/09/2015,0.1,1,0
2580,7251483,Marc,Manhattan,Inwood,40.86446,-73.92694,Entire home/apt,125,6,0,,,1,0
2581,1475015,Mike,Manhattan,Upper West Side,40.76934,-73.9863,Entire home/apt,125,30,2,13/10/2018,0.04,52,282
2582,7273689,Olya,Manhattan,Upper East Side,40.77207,-73.95923,Entire home/apt,169,7,11,05/01/2019,0.2,1,24
2583,7281456,Fabiano,Brooklyn,Williamsburg,40.70816,-73.93931,Entire home/apt,150,2,24,03/01/2019,0.53,1,296
2584,7281500,Christian,Manhattan,Harlem,40.82343,-73.94507,Private room,61,1,86,30/06/2019,1.83,1,233
2585,3239771,Olivia,Brooklyn,Crown Heights,40.67275,-73.95144,Private room,40,7,14,02/03/2019,0.2,2,221
2586,5605755,Amith,Brooklyn,Williamsburg,40.71652,-73.94309,Entire home/apt,150,3,52,22/04/2019,0.72,1,342
2587,7308715,Brooke,Brooklyn,Fort Greene,40.69774,-73.97076,Private room,65,2,14,31/05/2019,0.2,1,275
2588,7309046,Bojana,Bronx,Kingsbridge,40.88166,-73.91103,Private room,90,3,0,,,1,353
2589,7309232,London,Manhattan,Harlem,40.80861,-73.94574,Entire home/apt,190,3,123,02/07/2019,1.73,3,248
2590,7310886,Kristin,Brooklyn,Williamsburg,40.71101,-73.95164,Private room,79,2,11,21/04/2019,0.8,1,73
2591,2061760,Lise,Brooklyn,Bedford-Stuyvesant,40.69376,-73.93776,Entire home/apt,225,3,230,01/07/2019,3.31,1,259
2592,7309232,London,Manhattan,Harlem,40.80862,-73.94516,Entire home/apt,185,3,141,25/06/2019,2,3,258
2593,1330500,Dayna,Brooklyn,Crown Heights,40.67421,-73.9504,Private room,100,2,8,26/11/2018,0.11,1,156
2594,7320160,Smyles And Diara,Manhattan,Harlem,40.80887,-73.94756,Private room,85,2,146,30/06/2019,2.01,1,129
2595,5569141,Jiajia,Manhattan,Morningside Heights,40.80998,-73.95898,Private room,75,2,20,07/06/2019,0.33,1,29
2596,2035472,Alessio,Brooklyn,Williamsburg,40.71449,-73.95905,Private room,85,3,2,03/02/2019,0.32,1,89
2597,7318649,Stacey & Anthony,Brooklyn,Bedford-Stuyvesant,40.68208,-73.93115,Entire home/apt,98,3,144,23/06/2019,2.87,1,249
2598,6414252,Arza,Brooklyn,Kensington,40.64734,-73.97334,Entire home/apt,262,30,1,03/04/2015,0.02,1,16
2599,7341015,Aviva,Queens,Long Island City,40.74318,-73.95108,Entire home/apt,145,2,30,03/09/2018,0.42,1,278
2600,7341851,Maya,Manhattan,Upper East Side,40.76178,-73.96713,Entire home/apt,280,2,7,01/04/2019,0.11,1,365
2601,7021990,Tim & MaryAnn,Manhattan,East Village,40.72685,-73.97874,Entire home/apt,210,5,11,11/06/2019,0.18,1,8
2602,1631330,Irina,Brooklyn,Fort Greene,40.68842,-73.97781,Entire home/apt,70,15,2,30/01/2016,0.03,1,0
2603,7136700,Michelle,Brooklyn,Bedford-Stuyvesant,40.67927,-73.94252,Entire home/apt,100,3,162,02/07/2019,2.24,4,141
2604,7353062,Tim,Manhattan,NoHo,40.72631,-73.99387,Entire home/apt,250,1,0,,,1,0
2605,306394,Marialuisa,Brooklyn,Bedford-Stuyvesant,40.6842,-73.9177,Private room,59,1,123,30/06/2019,2.23,1,336
2606,4783987,Kim,Manhattan,East Village,40.72758,-73.97762,Private room,199,1,141,27/06/2019,4.51,1,130
2607,1411399,Carlos,Manhattan,Midtown,40.75639,-73.96558,Entire home/apt,219,1,78,22/06/2019,1.1,5,301
2608,6776157,Giovanna,Brooklyn,Prospect Heights,40.67738,-73.96509,Private room,100,1,96,28/06/2019,1.36,2,333
2609,3599914,Daniel,Brooklyn,Park Slope,40.67274,-73.97339,Entire home/apt,175,30,58,30/06/2019,0.81,1,220
2610,176903,Tana,Manhattan,West Village,40.73432,-74.00306,Private room,220,1,2,09/10/2013,0.03,2,364
2611,2712353,Masud,Brooklyn,Cypress Hills,40.68822,-73.8759,Private room,40,28,91,24/06/2019,1.25,4,325
2612,7387960,Max,Manhattan,Harlem,40.8266,-73.94443,Private room,120,15,0,,,1,365
2613,7388499,Julia,Brooklyn,Park Slope,40.66945,-73.98157,Entire home/apt,140,2,24,01/07/2019,0.38,1,255
2614,4194894,Esef,Manhattan,Nolita,40.72122,-73.99395,Private room,105,1,16,19/06/2019,0.23,2,308
2615,3470583,Brandy,Brooklyn,Williamsburg,40.71327,-73.93979,Entire home/apt,110,10,6,16/05/2019,0.08,1,13
2616,287122,Dominik,Brooklyn,Clinton Hill,40.69074,-73.96619,Entire home/apt,131,7,140,25/06/2019,1.94,1,32
2617,7409102,James,Manhattan,SoHo,40.72411,-73.99865,Entire home/apt,265,4,95,19/06/2019,1.31,1,257
2618,7419960,Marilyn,Manhattan,Roosevelt Island,40.76175,-73.95012,Private room,54,30,5,18/08/2018,0.15,1,2
2619,176903,Tana,Manhattan,West Village,40.73268,-74.00314,Entire home/apt,800,1,2,23/08/2014,0.03,2,364
2620,697442,Chris And Zach,Brooklyn,East Flatbush,40.64895,-73.94838,Private room,53,1,245,06/07/2019,3.41,3,90
2621,7437876,Shamara,Manhattan,Washington Heights,40.833,-73.93806,Entire home/apt,99,3,5,02/01/2015,0.07,1,365
2622,1286275,Kerry,Brooklyn,Bushwick,40.7041,-73.92418,Private room,65,5,39,28/05/2017,0.56,1,187
2623,5386695,Joanne,Brooklyn,Williamsburg,40.71668,-73.94083,Private room,55,28,0,,,1,365
2624,7460434,Rocco,Manhattan,East Village,40.72383,-73.9829,Private room,120,3,90,14/06/2019,1.25,2,173
2625,7461332,Badrul,Manhattan,Upper West Side,40.79801,-73.97045,Entire home/apt,169,120,3,06/09/2013,0.04,1,36
2626,7463731,Alessandro,Manhattan,Chelsea,40.74572,-73.99637,Entire home/apt,180,4,28,18/05/2016,0.4,1,280
2627,7465509,Tyler,Brooklyn,Bedford-Stuyvesant,40.68732,-73.93004,Private room,67,7,2,21/06/2019,1,1,14
2628,7475363,Lola,Manhattan,Upper East Side,40.76723,-73.9551,Private room,111,2,77,17/06/2019,1.1,2,259
2629,7458733,Alexandra,Manhattan,SoHo,40.72466,-74.0042,Private room,90,1,77,05/07/2019,2,1,269
2630,6245535,Jennifer,Brooklyn,Carroll Gardens,40.68298,-73.99171,Entire home/apt,259,1,2,22/08/2016,0.04,1,0
2631,40100,Nicole,Manhattan,Upper West Side,40.76977,-73.98638,Private room,89,3,231,27/06/2019,4.67,2,38
2632,7503643,Vida,Brooklyn,Greenpoint,40.72456,-73.94343,Entire home/apt,129,30,7,27/03/2019,0.11,52,189
2633,969279,Travis,Brooklyn,Bushwick,40.69731,-73.92417,Private room,69,2,98,16/06/2019,1.36,1,20
2634,7474069,Carrie,Manhattan,Washington Heights,40.8469,-73.94522,Private room,75,4,14,29/09/2017,0.23,3,0
2635,1873589,Jill,Brooklyn,Crown Heights,40.67071,-73.94752,Entire home/apt,250,5,25,02/01/2019,0.35,1,220
2636,5959653,Verna,Brooklyn,Bedford-Stuyvesant,40.68695,-73.92364,Entire home/apt,120,1,226,04/07/2019,3.22,2,274
2637,7503643,Vida,Brooklyn,Greenpoint,40.72756,-73.9423,Entire home/apt,129,30,6,02/09/2018,0.09,52,249
2638,1517723,Zoesarah (And) Anu,Brooklyn,Prospect Heights,40.6775,-73.96509,Entire home/apt,199,28,33,11/05/2019,0.47,1,315
2639,346356,Matthieu,Brooklyn,Fort Greene,40.68996,-73.97855,Entire home/apt,450,3,82,01/07/2019,1.19,1,258
2640,6083756,Sara,Manhattan,Nolita,40.72352,-73.99498,Entire home/apt,217,30,0,,,1,293
2641,1705617,David,Brooklyn,Fort Hamilton,40.62347,-74.0359,Entire home/apt,90,7,0,,,1,0
2642,7553984,Hannah,Manhattan,Upper East Side,40.76893,-73.95967,Entire home/apt,350,3,53,03/10/2018,0.79,1,87
2643,7556987,Menny,Manhattan,Morningside Heights,40.80684,-73.96404,Entire home/apt,160,24,10,31/08/2018,0.18,1,218
2644,7130382,Walter,Brooklyn,Greenpoint,40.72991,-73.95208,Private room,45,4,7,12/10/2018,0.21,2,88
2645,7557833,Christine,Brooklyn,Bedford-Stuyvesant,40.69243,-73.94547,Private room,70,3,54,17/06/2019,0.77,5,316
2646,7558452,Zev,Manhattan,East Village,40.72463,-73.98938,Entire home/apt,260,1,320,12/06/2019,5.68,2,253
2647,7566397,Brett,Queens,Sunnyside,40.74342,-73.92635,Entire home/apt,100,30,2,31/08/2018,0.06,1,250
2648,2362862,Louise,Brooklyn,Red Hook,40.67611,-74.01635,Entire home/apt,125,3,23,03/06/2019,0.64,1,77
2649,7573341,Robert,Brooklyn,Sunset Park,40.63947,-74.01888,Entire home/apt,195,2,220,27/06/2019,3.1,2,287
2650,212738,Julian,Brooklyn,Bushwick,40.69916,-73.92219,Private room,58,5,31,28/02/2019,0.43,1,297
2651,754675,Lucy,Manhattan,Harlem,40.82036,-73.95589,Private room,75,5,3,31/12/2018,0.16,1,0
2652,7576337,Beth,Manhattan,SoHo,40.72587,-74.00186,Entire home/apt,200,4,68,27/04/2019,0.95,1,21
2653,7557833,Christine,Brooklyn,Bedford-Stuyvesant,40.69063,-73.94534,Private room,75,2,33,23/05/2019,0.52,5,201
2654,7557833,Christine,Brooklyn,Bedford-Stuyvesant,40.6918,-73.94673,Private room,95,2,44,25/01/2019,0.64,5,47
2655,7581642,Ehren,Brooklyn,Williamsburg,40.70759,-73.92678,Private room,99,2,189,20/12/2017,2.63,1,0
2656,7591257,Ruty,Brooklyn,Bedford-Stuyvesant,40.68444,-73.94201,Private room,275,3,20,28/04/2019,0.34,1,257
2657,5761173,Kappie,Brooklyn,Downtown Brooklyn,40.69648,-73.98261,Entire home/apt,162,2,11,01/01/2019,0.44,1,0
2658,2594389,Arsen,Manhattan,Chelsea,40.74206,-73.99499,Entire home/apt,200,3,0,,,1,345
2659,7603226,Lysa,Manhattan,SoHo,40.72347,-74.00488,Entire home/apt,285,5,11,18/06/2017,0.16,1,173
2660,4165498,L.A.,Manhattan,East Harlem,40.79813,-73.93132,Entire home/apt,120,7,64,03/04/2019,0.91,2,184
2661,7499240,Candy,Manhattan,Washington Heights,40.8392,-73.94216,Entire home/apt,120,1,76,13/01/2019,1.07,2,314
2662,4129805,Evelyn,Manhattan,West Village,40.73078,-74.00282,Entire home/apt,210,2,140,10/06/2019,2.1,5,319
2663,7628445,Rosa,Brooklyn,Park Slope,40.67317,-73.97676,Private room,160,30,25,22/08/2018,0.35,1,363
2664,7633037,Jesse,Manhattan,West Village,40.73721,-74.00973,Entire home/apt,110,6,1,01/09/2018,0.1,2,0
2665,2357027,Harmon,Brooklyn,Williamsburg,40.71419,-73.95042,Entire home/apt,200,7,0,,,1,345
2666,3349838,Tom,Queens,Long Island City,40.74449,-73.95201,Entire home/apt,138,1,4,05/07/2016,0.06,1,41
2667,7654246,Tamara,Manhattan,Chelsea,40.74036,-74.00138,Private room,90,3,5,25/07/2016,0.11,1,0
2668,7659871,Cristie,Brooklyn,Prospect-Lefferts Gardens,40.65671,-73.9622,Private room,45,30,21,30/04/2019,0.45,1,21
2669,1403769,Anastasia,Brooklyn,Sunset Park,40.64674,-74.01043,Entire home/apt,80,30,18,30/09/2017,0.31,1,161
2670,1862491,Ben,Brooklyn,Williamsburg,40.71406,-73.94965,Private room,70,10,0,,,1,365
2671,7670501,Jennifer,Brooklyn,Bedford-Stuyvesant,40.6937,-73.93104,Private room,72,7,41,11/06/2019,0.58,1,68
2672,7672728,Brooke & Terry,Manhattan,East Village,40.72418,-73.98283,Private room,95,14,172,25/05/2019,2.39,1,14
2673,5531489,Aurelio,Brooklyn,Bedford-Stuyvesant,40.68584,-73.9263,Private room,75,5,13,22/05/2019,0.56,1,3
2674,7676839,Gabor,Queens,Astoria,40.76781,-73.92684,Entire home/apt,70,20,75,15/09/2018,1.05,1,364
2675,7654662,Elizabeth,Brooklyn,Williamsburg,40.71385,-73.93861,Entire home/apt,160,6,1,07/09/2013,0.01,1,0
2676,5912572,Tangier,Brooklyn,Flatbush,40.63899,-73.95177,Shared room,29,2,5,20/10/2014,0.07,1,321
2677,7681637,Linda,Brooklyn,South Slope,40.66453,-73.97912,Entire home/apt,175,3,62,12/05/2019,1.46,1,213
2678,7681692,Ernesto,Queens,Astoria,40.76924,-73.91776,Private room,75,6,0,,,1,180
2679,7683052,Leah,Manhattan,Greenwich Village,40.72998,-73.99999,Private room,110,3,7,10/12/2018,0.12,1,0
2680,266878,Jean & Gabriel,Brooklyn,Williamsburg,40.71362,-73.93561,Entire home/apt,175,3,199,30/06/2019,2.78,1,272
2681,7691518,Brent,Manhattan,Hell's Kitchen,40.768,-73.98695,Private room,99,1,123,25/06/2019,1.99,2,245
2682,7693917,Brian,Manhattan,Inwood,40.86457,-73.92749,Private room,100,2,7,07/12/2015,0.15,1,36
2683,33816,Kamaya,Brooklyn,Bedford-Stuyvesant,40.68714,-73.95775,Entire home/apt,144,5,3,09/10/2016,0.06,1,0
2684,5654072,Mark,Brooklyn,Flatbush,40.63427,-73.95248,Entire home/apt,171,2,34,02/07/2019,1.47,3,243
2685,3038687,Karen,Manhattan,Upper West Side,40.78622,-73.97586,Entire home/apt,99,30,23,20/04/2019,0.32,8,89
2686,3355679,Roxanne,Manhattan,West Village,40.73556,-74.00903,Entire home/apt,270,1,4,04/10/2015,0.06,1,0
2687,4314535,Arielle,Manhattan,Lower East Side,40.71444,-73.98348,Entire home/apt,160,3,220,28/06/2019,3.19,1,24
2688,7728790,Celin,Manhattan,Harlem,40.82407,-73.94434,Private room,65,7,40,13/06/2019,0.86,1,64
2689,7460181,Geraldine,Brooklyn,Bedford-Stuyvesant,40.68238,-73.93795,Entire home/apt,99,3,208,25/06/2019,2.89,1,206
2690,7735666,Laura,Manhattan,Harlem,40.81623,-73.94907,Entire home/apt,125,3,232,13/06/2019,3.22,1,47
2691,7388128,Aqila,Brooklyn,Bedford-Stuyvesant,40.68669,-73.91897,Private room,72,3,0,,,1,365
2692,5908577,Eric,Brooklyn,Crown Heights,40.67427,-73.95042,Entire home/apt,300,2,16,09/06/2019,0.24,2,41
2693,7755092,Ron,Manhattan,Hell's Kitchen,40.76391,-73.99225,Private room,112,1,196,03/07/2019,5.4,1,71
2694,926743,Lancelot,Brooklyn,Carroll Gardens,40.67947,-73.99709,Entire home/apt,100,30,4,28/01/2019,0.06,1,321
2695,5109475,Liam,Brooklyn,Bushwick,40.70444,-73.92005,Private room,60,2,64,01/06/2019,0.89,2,87
2696,7701933,Henry,Manhattan,East Village,40.7262,-73.97913,Entire home/apt,232,10,2,01/09/2015,0.03,1,234
2697,1481172,Elena,Brooklyn,Williamsburg,40.70823,-73.94405,Private room,138,1,0,,,1,29
2698,5283769,Donna,Manhattan,East Village,40.7223,-73.9821,Entire home/apt,140,2,149,16/06/2019,2.41,1,16
2699,213266,Jessica,Manhattan,Nolita,40.72193,-73.99379,Entire home/apt,5000,1,2,28/09/2013,0.03,1,365
2700,7777902,Zachary,Brooklyn,Bedford-Stuyvesant,40.68665,-73.93293,Entire home/apt,168,2,1,04/05/2016,0.03,1,0
2701,7779204,,Brooklyn,Flatbush,40.64965,-73.96154,Entire home/apt,100,30,49,02/01/2017,0.69,1,342
2702,6122499,Marjorie,Queens,Bellerose,40.73193,-73.74481,Shared room,150,2,0,,,1,365
2703,2780717,Alonzo,Brooklyn,Bushwick,40.69979,-73.92078,Entire home/apt,95,4,21,02/01/2019,0.29,1,98
2704,4028305,Abigail,Manhattan,Morningside Heights,40.8057,-73.95826,Entire home/apt,175,2,1,28/10/2017,0.05,1,0
2705,683794,Mark,Manhattan,West Village,40.73458,-74.00492,Entire home/apt,220,2,13,09/06/2019,0.23,1,3
2706,838704,Thomas,Manhattan,Upper West Side,40.80028,-73.9618,Entire home/apt,178,32,132,01/05/2018,1.84,1,211
2707,7815949,Dee,Brooklyn,Crown Heights,40.67265,-73.9247,Entire home/apt,85,2,67,12/11/2018,0.97,1,8
2708,7645338,King,Queens,Rego Park,40.72638,-73.85852,Private room,35,4,76,04/02/2019,1.07,1,5
2709,7503643,Vida,Brooklyn,Greenpoint,40.72732,-73.94076,Entire home/apt,129,30,6,11/09/2018,0.08,52,277
2710,7831209,Bobi,Manhattan,East Harlem,40.80759,-73.93839,Private room,55,1,167,07/05/2019,2.78,10,363
2711,3604585,Jenny,Brooklyn,Flatbush,40.64187,-73.9586,Private room,69,4,34,01/01/2019,0.72,3,68
2712,279845,Chantille & Linda,Brooklyn,Prospect Heights,40.6762,-73.96671,Private room,68,3,11,27/01/2019,0.33,2,187
2713,7833913,Gya,Brooklyn,Crown Heights,40.67471,-73.94571,Private room,69,2,90,02/07/2019,1.25,1,186
2714,7837136,Jorion,Manhattan,Hell's Kitchen,40.76582,-73.99468,Entire home/apt,300,2,23,23/09/2018,0.32,1,365
2715,7850260,Raymond,Manhattan,Harlem,40.80533,-73.94665,Entire home/apt,175,1,152,04/07/2019,4.54,3,248
2716,7853251,Enyinne,Queens,St. Albans,40.6891,-73.7733,Private room,59,1,190,16/06/2019,2.64,5,359
2717,7853251,Enyinne,Queens,St. Albans,40.69045,-73.77467,Private room,59,1,19,29/06/2016,0.26,5,359
2718,7112116,Ty,Manhattan,Theater District,40.76199,-73.98627,Private room,169,2,33,10/04/2019,0.47,2,340
2719,7856381,Jp,Brooklyn,Williamsburg,40.70901,-73.95291,Entire home/apt,120,2,1,17/05/2015,0.02,1,0
2720,7858405,Diavanna,Brooklyn,Bedford-Stuyvesant,40.69301,-73.94551,Entire home/apt,155,3,227,14/06/2019,3.16,1,244
2721,7859118,Kristen & Corey,Brooklyn,Williamsburg,40.71915,-73.94061,Entire home/apt,165,2,80,19/07/2017,1.28,1,188
2722,7858210,Maxime,Manhattan,Harlem,40.81384,-73.93973,Private room,60,2,125,28/06/2019,1.77,4,167
2723,7860852,Matthew,Brooklyn,Williamsburg,40.71867,-73.9557,Entire home/apt,190,3,10,26/05/2019,0.26,2,0
2724,6263540,Adam,Manhattan,West Village,40.73695,-74.00572,Entire home/apt,150,5,3,01/01/2018,0.13,1,0
2725,10528,Olivier,Manhattan,Upper West Side,40.77864,-73.98437,Entire home/apt,150,30,18,20/05/2019,0.29,2,135
2726,4130492,Keiko & Ilya,Brooklyn,Bedford-Stuyvesant,40.69077,-73.95745,Entire home/apt,120,4,26,05/07/2019,0.53,1,10
2727,4260529,Harry,Queens,Long Island City,40.74632,-73.94799,Private room,349,1,26,13/12/2016,0.36,2,365
2728,7853251,Enyinne,Queens,St. Albans,40.68872,-73.77373,Private room,59,1,14,22/10/2016,0.19,5,359
2729,3003563,Rocio,Manhattan,Theater District,40.76035,-73.98026,Shared room,99,2,62,23/05/2019,2.22,1,21
2730,7853251,Enyinne,Queens,St. Albans,40.69054,-73.77306,Private room,59,1,32,21/09/2016,0.45,5,359
2731,2259113,Ange,Brooklyn,Williamsburg,40.71215,-73.95637,Private room,110,3,23,06/05/2019,0.32,1,159
2732,823392,Karen,Manhattan,East Village,40.72247,-73.97947,Private room,73,12,11,29/06/2019,0.16,1,21
2733,7895068,Ana,Manhattan,Chinatown,40.71608,-73.98962,Entire home/apt,179,3,201,14/06/2019,2.84,1,256
2734,7896605,Daveyjoe!,Queens,Sunnyside,40.74234,-73.92579,Private room,102,5,8,02/01/2018,0.24,1,0
2735,2015914,Majar,Brooklyn,Bushwick,40.68786,-73.91722,Private room,62,3,95,11/02/2019,1.32,8,338
2736,7897301,Rickey,Queens,Astoria,40.7703,-73.93306,Entire home/apt,140,2,13,01/09/2014,0.18,1,0
2737,7324189,Buke,Manhattan,Midtown,40.76084,-73.96908,Entire home/apt,300,15,6,07/11/2018,0.58,2,98
2738,7901999,Steven,Manhattan,Nolita,40.7245,-73.99419,Entire home/apt,299,2,26,30/09/2017,0.37,1,88
2739,1834942,Tessa,Brooklyn,Clinton Hill,40.69332,-73.96543,Entire home/apt,104,12,11,30/07/2017,0.15,1,15
2740,7245581,Michael,Manhattan,Chelsea,40.75029,-73.99556,Entire home/apt,98,120,38,15/05/2019,0.54,19,290
2741,176836,Gil,Manhattan,Lower East Side,40.71501,-73.98061,Private room,49,1,90,01/01/2019,1.29,1,0
2742,7245581,Michael,Manhattan,Chelsea,40.75028,-73.99533,Entire home/apt,96,115,45,15/03/2019,0.63,19,210
2743,5464042,Nicole,Brooklyn,Williamsburg,40.70952,-73.95078,Private room,80,3,130,04/05/2017,1.85,1,0
2744,7809536,Brian,Brooklyn,Crown Heights,40.68007,-73.96334,Private room,89,3,147,01/07/2019,2.05,1,362
2745,7919277,Daren,Manhattan,Lower East Side,40.71862,-73.99154,Private room,125,1,1,16/09/2013,0.01,1,364
2746,7938019,Megan,Brooklyn,Cypress Hills,40.68505,-73.8718,Entire home/apt,345,2,78,30/06/2019,2.49,1,185
2747,477140,Mark,Brooklyn,Fort Greene,40.6862,-73.97184,Entire home/apt,150,3,17,24/09/2016,0.43,1,0
2748,6228539,Michelle,Manhattan,Harlem,40.80427,-73.95404,Private room,100,2,15,20/05/2019,0.21,2,326
2749,7727015,Lucie,Manhattan,Lower East Side,40.7204,-73.99042,Entire home/apt,120,5,9,28/09/2016,0.16,1,0
2750,7503643,Vida,Brooklyn,Greenpoint,40.72267,-73.94362,Entire home/apt,149,30,9,18/02/2018,0.13,52,343
2751,1308282,Sam,Brooklyn,Crown Heights,40.67838,-73.95549,Entire home/apt,145,4,18,25/11/2018,0.25,1,0
2752,7964729,Justin,Manhattan,Financial District,40.70582,-74.00888,Entire home/apt,390,3,1,13/09/2018,0.1,1,0
2753,6586128,Martine,Bronx,Port Morris,40.80011,-73.9133,Private room,60,21,19,02/01/2019,0.28,2,178
2754,7959444,Molly,Brooklyn,Park Slope,40.6747,-73.97947,Entire home/apt,190,3,17,22/10/2018,0.28,1,167
2755,7977178,Abby,Manhattan,SoHo,40.72822,-74.00429,Private room,80,3,51,26/04/2019,0.79,3,276
2756,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68411,-73.95169,Private room,55,1,162,19/06/2019,2.26,15,334
2757,7988149,Moses,Brooklyn,Williamsburg,40.71202,-73.96602,Entire home/apt,275,2,195,30/06/2019,2.74,1,331
